,amount,symbol,cash,date,signer,receiver,asset
2130,6236.864605,USDC,USDC,2022-02-18T13:30:07Z,97RkB8oWgcrgjTeUQwMgQRF2qH3g48qKXe5SjtvCMSPJ,97RkB8oWgcrgjTeUQwMgQRF2qH3g48qKXe5SjtvCMSPJ,SOL
2131,234.850947,USDC,USDC,2022-02-18T14:08:31Z,HBQpLCrXdmUtWP15zZhgm8scToK26Zv3KoymUWnLzniz,HBQpLCrXdmUtWP15zZhgm8scToK26Zv3KoymUWnLzniz,SOL
2132,469.701897,USDC,USDC,2022-02-18T14:31:14Z,26abN5ZsRo57aZiuqo3jxAXDnRvAjduv3GtWFRNwKJQW,26abN5ZsRo57aZiuqo3jxAXDnRvAjduv3GtWFRNwKJQW,SOL
2133,102.235174,USDC,USDC,2022-02-18T15:16:12Z,8SFxuY3uWJENpQ1Aj9s73fmNrSinLjeax4CbpTEAYAfm,8SFxuY3uWJENpQ1Aj9s73fmNrSinLjeax4CbpTEAYAfm,SOL
2134,469.993456,USDC,USDC,2022-02-18T16:42:42Z,9PUXmu44gc6MwRcQL5noFsmipXtc2m57vMVRdrb3VzCH,9PUXmu44gc6MwRcQL5noFsmipXtc2m57vMVRdrb3VzCH,SOL
2135,4612.553887,USDC,USDC,2022-02-18T16:53:16Z,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,SOL
2136,40.777495,USDC,USDC,2022-02-18T18:01:58Z,9MhgAxnU6yvczSSztwWofV9jkBJRAiMVGMudWwBniRWG,9MhgAxnU6yvczSSztwWofV9jkBJRAiMVGMudWwBniRWG,SOL
2137,90.259036,USDC,USDC,2022-02-18T20:35:54Z,9KM2zeHEoiqYRhtewNh5rGKSauRfJvZxMCX7aJrLN6Mi,9KM2zeHEoiqYRhtewNh5rGKSauRfJvZxMCX7aJrLN6Mi,SOL
2138,936.768332,USDC,USDC,2022-02-18T20:51:31Z,CrWves8LVM4K1FY6VXQsodgD45vWM5Phbz6bVdcRFHcB,CrWves8LVM4K1FY6VXQsodgD45vWM5Phbz6bVdcRFHcB,SOL
2139,100.287818,USDC,USDC,2022-02-18T21:19:05Z,GwmyXYLUJmragHqH8dgsgncCH2F4yYnZqhzAXLP6v2Q7,GwmyXYLUJmragHqH8dgsgncCH2F4yYnZqhzAXLP6v2Q7,SOL
2140,508.677024,USDC,USDC,2022-02-18T21:34:09Z,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4,BTC
2141,948.850147,USDC,USDC,2022-02-18T21:34:25Z,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4,gvmtTTUNSbsPLKpwmBWMJ3rMBhcSMMCpQ9QNZT3Map4,SOL
2142,4.642079,USDC,USDC,2022-02-18T22:29:25Z,D2H6KmiPmzG5ryxXw9ZBfA2NuX4CDPxw5sHCF2aKHNJJ,D2H6KmiPmzG5ryxXw9ZBfA2NuX4CDPxw5sHCF2aKHNJJ,SOL
2143,20142.35222,USDC,USDC,2022-02-19T02:10:25Z,7RCDGRGZPnFcUdKEaewrP815tuYDwWDmWytdHK6AaoqA,7RCDGRGZPnFcUdKEaewrP815tuYDwWDmWytdHK6AaoqA,BTC
2144,63.977638,USDC,USDC,2022-02-19T02:16:37Z,7E3Zc3g1eJ7ueosPPoHDSkhuHvBVfN41eXcJXWeffozU,7E3Zc3g1eJ7ueosPPoHDSkhuHvBVfN41eXcJXWeffozU,SOL
2145,9.922794,USDC,USDC,2022-02-19T02:27:01Z,GWxQ29C4mVNvBWJuYgS5WdBU3VYMikmxqRoP7SrLDcVi,GWxQ29C4mVNvBWJuYgS5WdBU3VYMikmxqRoP7SrLDcVi,SOL
2146,7980.418644,USDC,USDC,2022-02-19T03:14:08Z,C61mPygi4Wicq7pVbQzrUbs5Yw3iN6vnBLmHXmeFMTt7,C61mPygi4Wicq7pVbQzrUbs5Yw3iN6vnBLmHXmeFMTt7,SOL
2147,4375.537116,USDC,USDC,2022-02-19T07:36:12Z,xDys5zc87uxbyPPBsts9V8y5RQBKTuy1JRtcH4j1pTv,xDys5zc87uxbyPPBsts9V8y5RQBKTuy1JRtcH4j1pTv,SOL
2148,11.737706,USDC,USDC,2022-02-19T09:51:10Z,8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq,8526uPCepabV5ZkZKBFrw3AAHJ3RHZ9bUpM6bGjHPNoq,SOL
2149,1561.594377,USDC,USDC,2022-02-19T10:00:43Z,GMGkGFrLAm5FczLNVD5hK7e3NDtEvSYEEuPWbYCimgjH,GMGkGFrLAm5FczLNVD5hK7e3NDtEvSYEEuPWbYCimgjH,MNGO
2150,2238.651215,USDC,USDC,2022-02-19T15:13:39Z,4zS2QtjN74W3w86QCNXxAmoutayAxuocpvJ4uhZvaigr,4zS2QtjN74W3w86QCNXxAmoutayAxuocpvJ4uhZvaigr,SOL
2151,19.175999,USDC,USDC,2022-02-19T21:22:18Z,3G2FPKYgj1w2BTSh1dcEf1GuRQoBAtDio8aEJjVzn9nX,3G2FPKYgj1w2BTSh1dcEf1GuRQoBAtDio8aEJjVzn9nX,SOL
2152,75.152302,USDC,USDC,2022-02-19T21:52:15Z,7rJPr8cZ5TtzfN8NDyBG2ggm5KDotjQGuiWk6Y9FfckN,7rJPr8cZ5TtzfN8NDyBG2ggm5KDotjQGuiWk6Y9FfckN,SOL
2153,58.979158,USDC,USDC,2022-02-19T22:54:14Z,CG8L5NTW34U53NLQK7kRMrAGVVSc2edFbh2b9TwCDTti,CG8L5NTW34U53NLQK7kRMrAGVVSc2edFbh2b9TwCDTti,SOL
2154,257.584288,USDC,USDC,2022-02-20T11:59:39Z,8jcTMu5kwnM4rLecrGXcF76CTeyKet7B74p57QVPk7WD,8jcTMu5kwnM4rLecrGXcF76CTeyKet7B74p57QVPk7WD,MNGO
2155,514.310108,USDC,USDC,2022-02-21T01:35:20Z,FgLwDz4Wc1qhGJ69ceHLQuGhTeJ8mYmQ9FNjobJcdrW,FgLwDz4Wc1qhGJ69ceHLQuGhTeJ8mYmQ9FNjobJcdrW,SOL
2156,50.0537,USDC,USDC,2022-02-21T01:45:47Z,Fyfrb3e8wK7VuHvBtxvv65yEarrSgw7qF7zyX4YYTXwK,Fyfrb3e8wK7VuHvBtxvv65yEarrSgw7qF7zyX4YYTXwK,MNGO
2157,1038.140454,USDC,USDC,2022-02-21T02:42:13Z,6jUZzXutPPtiVPLvZjnb3C96RhrY1KF4Q66DXEhqhCCJ,6jUZzXutPPtiVPLvZjnb3C96RhrY1KF4Q66DXEhqhCCJ,BTC
2158,28.182112,USDC,USDC,2022-02-21T03:05:31Z,5JZ4HbZMJdvpwbJjNv2sFgwLWuQDDNCS9xyRLUbmfwbJ,5JZ4HbZMJdvpwbJjNv2sFgwLWuQDDNCS9xyRLUbmfwbJ,SOL
2159,92.469133,USDC,USDC,2022-02-21T06:49:28Z,FpxJgc59KD6RErAmojG2RBYppsEHnrzAhCeHXxHhewXm,FpxJgc59KD6RErAmojG2RBYppsEHnrzAhCeHXxHhewXm,SOL
2160,342.412157,USDC,USDC,2022-02-21T11:50:43Z,GzXY6jVkposE6WadgAr6CRjtJG1KAMbhtFvrNjy7yHzd,GzXY6jVkposE6WadgAr6CRjtJG1KAMbhtFvrNjy7yHzd,SOL
2161,201852.632853,USDC,USDC,2022-02-21T14:47:16Z,9661n2frVjiqJvPKTEMgKDVscVYSjnoQwjfFmsWsUqia,9661n2frVjiqJvPKTEMgKDVscVYSjnoQwjfFmsWsUqia,SOL
2162,114.308394,USDC,USDC,2022-02-21T14:52:56Z,GS6fY6V9tbEYndKYsZF3wYU7MfafLpv6Wi7ALEKy78tn,GS6fY6V9tbEYndKYsZF3wYU7MfafLpv6Wi7ALEKy78tn,SOL
2163,702.813002,USDC,USDC,2022-02-21T20:49:10Z,3aMJDAZTSTpPHJwdRT6dL8FrgGyAS8WbFNGXkoAknjPF,3aMJDAZTSTpPHJwdRT6dL8FrgGyAS8WbFNGXkoAknjPF,BTC
2164,160.0,USDC,USDC,2022-02-22T02:08:23Z,5jWhR3f6U8mHmFxJiFoCuhVU6nQyhDK1qR9GjYgHJ6cH,5jWhR3f6U8mHmFxJiFoCuhVU6nQyhDK1qR9GjYgHJ6cH,MNGO
2165,100.0,USDC,USDC,2022-02-22T06:01:07Z,FXe9FXTNxvZpzrkQHJwqBHdAydgLCf4ci6dnTz7y3rek,FXe9FXTNxvZpzrkQHJwqBHdAydgLCf4ci6dnTz7y3rek,SOL
2166,105.723736,USDC,USDC,2022-02-22T18:19:09Z,4QexE8XPf21bntmFx8QAMHyb1ThGZbbQoezvGJBpV5CH,4QexE8XPf21bntmFx8QAMHyb1ThGZbbQoezvGJBpV5CH,SOL
2167,267898.518663,USDC,USDC,2022-02-22T21:33:44Z,8w4uRzN81cghupkF7jNLinGLtCqYwNQFgQtdJfC5so7z,8w4uRzN81cghupkF7jNLinGLtCqYwNQFgQtdJfC5so7z,SOL
2168,469.736361,USDC,USDC,2022-02-23T01:01:51Z,Gkf6fZSdkiVBH4Sa8QS7cyhabdJU9aEndfS9NsCFnpfL,Gkf6fZSdkiVBH4Sa8QS7cyhabdJU9aEndfS9NsCFnpfL,SOL
2169,1007.798004,USDC,USDC,2022-02-23T20:41:58Z,4yQhT4c9rSC9kA2Mp9qsJsFW3sPpMgUFKMrzpHt2ewXC,4yQhT4c9rSC9kA2Mp9qsJsFW3sPpMgUFKMrzpHt2ewXC,ETH
2170,147.661719,USDC,USDC,2022-02-24T11:50:07Z,v4uBLczbooaeDBSQtXhKBw7r3vptUghQcwvWyiuET8Y,v4uBLczbooaeDBSQtXhKBw7r3vptUghQcwvWyiuET8Y,SOL
2171,186.467489,USDC,USDC,2022-02-25T03:40:10Z,FYNjYVuF3YJXZs5Wkm34mWsiwzYzadoLYd4UsSZRxNYF,FYNjYVuF3YJXZs5Wkm34mWsiwzYzadoLYd4UsSZRxNYF,SOL
2172,12523.51633,USDC,USDC,2022-02-25T03:57:09Z,APtMjE5PHbC4i7LgowvWv82CLM3MGtEUH5TXA3txsx4D,APtMjE5PHbC4i7LgowvWv82CLM3MGtEUH5TXA3txsx4D,SOL
2173,74.448341,USDC,USDC,2022-02-25T03:59:24Z,6pP8SGaW5wBE3nywy4e4gQrbJiGxqvWrZRX23qepRbpq,6pP8SGaW5wBE3nywy4e4gQrbJiGxqvWrZRX23qepRbpq,SOL
2174,1747.60846,USDC,USDC,2022-02-25T04:23:24Z,FE3Rc3pnyiJwbRuFtNp2Tdfdi6Mig2bDr1MphNdyKfes,FE3Rc3pnyiJwbRuFtNp2Tdfdi6Mig2bDr1MphNdyKfes,SOL
2175,3773.486506,USDC,USDC,2022-02-25T05:54:53Z,71qgaqTPh8TRbVdUaiQrBq5WNUng3cubS3RYXq59tUqK,71qgaqTPh8TRbVdUaiQrBq5WNUng3cubS3RYXq59tUqK,SOL
2176,93366.127354,USDC,USDC,2022-02-25T07:15:24Z,8rnNx4DEZT5d2pc9BNf7ZfmMkWxYabGS8jt5aptsRvU,8rnNx4DEZT5d2pc9BNf7ZfmMkWxYabGS8jt5aptsRvU,SOL
2177,25.080488,USDC,USDC,2022-02-25T07:32:58Z,FXg7RQ7FLfFcJ4zXmciiTwjZjuBqVsmCE56hnarJNDAh,FXg7RQ7FLfFcJ4zXmciiTwjZjuBqVsmCE56hnarJNDAh,SOL
2178,1018.306309,USDC,USDC,2022-02-25T07:41:28Z,C8Np2aovnsoDidSVq2SiB3dAY46e92f3ZVvvVU3TxyoL,C8Np2aovnsoDidSVq2SiB3dAY46e92f3ZVvvVU3TxyoL,SOL
2179,1516.409475,USDC,USDC,2022-02-25T08:17:10Z,2to5wA1v7HUGBTUnmeBvtcr6ZCysnxBggGsiuG2mNrth,2to5wA1v7HUGBTUnmeBvtcr6ZCysnxBggGsiuG2mNrth,ETH
2180,10000.0,USDC,USDC,2022-02-25T08:28:00Z,CZ2WWKBJBapiQFwh5rnQkCmeiTbWteKgUABAhJ2ywBR7,CZ2WWKBJBapiQFwh5rnQkCmeiTbWteKgUABAhJ2ywBR7,SOL
2181,123.781067,USDC,USDC,2022-02-25T08:28:14Z,HsU6tvutq1shymZJ7xQHMrmQVQEfcN1uZjYY4kHYXY7z,HsU6tvutq1shymZJ7xQHMrmQVQEfcN1uZjYY4kHYXY7z,SOL
2182,94.072502,USDC,USDC,2022-02-25T09:12:13Z,5T3iB5PdXjiacDuXZYKEsXzJ2roUV5Bhp4FLkFsHJvKL,5T3iB5PdXjiacDuXZYKEsXzJ2roUV5Bhp4FLkFsHJvKL,SOL
2183,1751.406083,USDC,USDC,2022-02-25T09:13:51Z,GTX5fp82Ymu3W2oATYsxPS6dJzwT95impEfgYfbNaytt,GTX5fp82Ymu3W2oATYsxPS6dJzwT95impEfgYfbNaytt,SOL
2184,3000.0,USDC,USDC,2022-02-25T10:58:55Z,7FkVHPNHTJ8Kz361kus3pVBwGEnoKGy3KfJJQ1QfHv7,7FkVHPNHTJ8Kz361kus3pVBwGEnoKGy3KfJJQ1QfHv7,SOL
2185,401.28782,USDC,USDC,2022-02-25T12:16:38Z,DBpCYPg3XaURq987o1MQwphyzjmD7VTWAjfQDgPw95aD,DBpCYPg3XaURq987o1MQwphyzjmD7VTWAjfQDgPw95aD,SOL
2186,703.90693,USDC,USDC,2022-02-25T12:41:23Z,3aMJDAZTSTpPHJwdRT6dL8FrgGyAS8WbFNGXkoAknjPF,3aMJDAZTSTpPHJwdRT6dL8FrgGyAS8WbFNGXkoAknjPF,SOL
2187,4661.687252,USDC,USDC,2022-02-25T13:09:25Z,C1HUYGJRZ61tJxV1Pk1wNxmSgPJu3SBVBVPqdzjpQosZ,C1HUYGJRZ61tJxV1Pk1wNxmSgPJu3SBVBVPqdzjpQosZ,SOL
2188,2006.439105,USDC,USDC,2022-02-25T13:13:09Z,3BCA9Xq9aGvpEYdczx4HCuWNUowUBWbGD7pdcXkdBdfQ,3BCA9Xq9aGvpEYdczx4HCuWNUowUBWbGD7pdcXkdBdfQ,SOL
2189,201.116265,USDC,USDC,2022-02-25T13:13:45Z,JcxpqX9AF6dpPPU1xbnrK31HaH25oSMubnuNK5azGjf,JcxpqX9AF6dpPPU1xbnrK31HaH25oSMubnuNK5azGjf,SOL
2190,9433.716268,USDC,USDC,2022-02-25T14:09:48Z,DX4JcwyMAzFe8gWo56BvJSdpLtbXzvfYDF9tdDBzSqna,DX4JcwyMAzFe8gWo56BvJSdpLtbXzvfYDF9tdDBzSqna,SOL
2191,18897.900934,USDC,USDC,2022-02-25T14:16:22Z,q6NUP4ykekqSzPenoejromYtpuTewk27ErrMxRrHBFP,q6NUP4ykekqSzPenoejromYtpuTewk27ErrMxRrHBFP,SOL
2192,943.371626,USDC,USDC,2022-02-25T14:26:20Z,7wdYhCENEeSUcHcFiBqPUP5GSf5CtLVXrms7bRTckcpL,7wdYhCENEeSUcHcFiBqPUP5GSf5CtLVXrms7bRTckcpL,SOL
2193,74.949432,USDC,USDC,2022-02-25T14:35:09Z,Cs2xitsDqkb8BPgfDtYd43jSwmFR5voQ2UqAPb9JF73j,Cs2xitsDqkb8BPgfDtYd43jSwmFR5voQ2UqAPb9JF73j,SOL
2194,35.0,USDC,USDC,2022-02-25T14:36:20Z,24Zjcc4aVHhPgHUtpfyBarGanAp89qwK4gPccZh5LgvC,24Zjcc4aVHhPgHUtpfyBarGanAp89qwK4gPccZh5LgvC,MNGO
2195,10055.813303,USDC,USDC,2022-02-25T15:03:28Z,FmkrkF2cM4ERD4kSccFxPTrTiRn15XdRXhccBkx4kp4t,FmkrkF2cM4ERD4kSccFxPTrTiRn15XdRXhccBkx4kp4t,SOL
2196,503.763584,USDC,USDC,2022-02-25T15:07:04Z,DBAMcasPmgSrStwH82DhVSKaWZrsjUR3nz6M3vc13aCs,DBAMcasPmgSrStwH82DhVSKaWZrsjUR3nz6M3vc13aCs,SOL
2197,95.305857,USDC,USDC,2022-02-25T15:17:37Z,EoemHCoNgibqE8yzGTKJavp7LMkPJmR9yz9VsjtWpNuR,EoemHCoNgibqE8yzGTKJavp7LMkPJmR9yz9VsjtWpNuR,SOL
2198,318.529553,USDC,USDC,2022-02-25T15:42:32Z,3sgoJRXPN1gVdgQa8qpuzx5Pzb6tqYsPWXSUoxZWejEq,3sgoJRXPN1gVdgQa8qpuzx5Pzb6tqYsPWXSUoxZWejEq,SOL
2199,99.760107,USDC,USDC,2022-02-25T16:33:56Z,DwBUTtspHbqaANAWUsTNXeV1eCGa6S2TNt75BEZwny2w,DwBUTtspHbqaANAWUsTNXeV1eCGa6S2TNt75BEZwny2w,SOL
2200,97.161006,USDC,USDC,2022-02-25T16:34:42Z,LTt389GBCe7dRTBvcZpZPF5U8QrZbGEEdQ8ih4MFpBq,LTt389GBCe7dRTBvcZpZPF5U8QrZbGEEdQ8ih4MFpBq,SOL
2201,230.928918,USDC,USDC,2022-02-25T17:17:59Z,Hs556tQKdvEL6QnsgaUmRDtjaBYttBA6uin6iJYcA8Hr,Hs556tQKdvEL6QnsgaUmRDtjaBYttBA6uin6iJYcA8Hr,SOL
2202,16.411159,USDC,USDC,2022-02-25T20:45:51Z,DoV9NYuPFaC4QRBiRoXEJnKa8RReoZtFoRGyhmxKLasy,DoV9NYuPFaC4QRBiRoXEJnKa8RReoZtFoRGyhmxKLasy,SOL
2203,201.116265,USDC,USDC,2022-02-25T21:16:51Z,NB1Dga6JZB4WmMkPpRwWZpu17sutPdHTGXLp3NkApnt,NB1Dga6JZB4WmMkPpRwWZpu17sutPdHTGXLp3NkApnt,SOL
2204,4.567816,USDC,USDC,2022-02-25T21:40:58Z,6xgKUA5bJm5UDKubFQWMVPjfJQUwtDihWitE5DsSudsV,6xgKUA5bJm5UDKubFQWMVPjfJQUwtDihWitE5DsSudsV,SOL
2205,2880.827559,USDC,USDC,2022-02-26T01:23:58Z,FYtHzwbZQW6MqUZVLiY7J4UUstFqXy42nuoBVE1qHRZ1,FYtHzwbZQW6MqUZVLiY7J4UUstFqXy42nuoBVE1qHRZ1,SOL
2206,104.521968,USDC,USDC,2022-02-26T01:24:24Z,CxeQe3yQ7TiHKgn8Sg1gK94M1nKyjCqgAvXJjrUX3i1d,CxeQe3yQ7TiHKgn8Sg1gK94M1nKyjCqgAvXJjrUX3i1d,SOL
2207,475.550747,USDC,USDC,2022-02-26T04:55:56Z,Dukiy7BR3SsQnoDPPnvo9NBHik8haEfhvC11FGTZwos6,Dukiy7BR3SsQnoDPPnvo9NBHik8haEfhvC11FGTZwos6,SOL
2208,11699.436747,USDC,USDC,2022-02-26T05:37:19Z,2kCYNsXrLk3dJx6zyhoPhdFg1cYcmXA1X6md6SqccTfC,2kCYNsXrLk3dJx6zyhoPhdFg1cYcmXA1X6md6SqccTfC,SOL
2209,55.131558,USDC,USDC,2022-02-26T07:05:57Z,GXjTVYQJrbyGhULywCAJxA6rDihspif7ZLH7EiUYmXKv,GXjTVYQJrbyGhULywCAJxA6rDihspif7ZLH7EiUYmXKv,SOL
2210,7025.63341,USDC,USDC,2022-02-26T08:26:22Z,DhdMBVK3GxNBMGiMSAs62ZXrMgDR4WbounzkHWss8gtn,DhdMBVK3GxNBMGiMSAs62ZXrMgDR4WbounzkHWss8gtn,SOL
2211,187.880759,USDC,USDC,2022-02-26T08:44:55Z,bGnjF3w4dRU3MeZg5eXz1YiyjRSzLzH4bEoaNKTckSe,bGnjF3w4dRU3MeZg5eXz1YiyjRSzLzH4bEoaNKTckSe,SOL
2212,50.676302,USDC,USDC,2022-02-26T11:08:56Z,BBmDtdmFxkBiCxnQbXyLhJeSNhvj7ufvB9T2dMs86xh6,BBmDtdmFxkBiCxnQbXyLhJeSNhvj7ufvB9T2dMs86xh6,SOL
2213,7633.615329,USDC,USDC,2022-02-26T13:30:50Z,BB6yyWai3GtkmCjq3eA6emouNh3ypQ8gnyUc8HarhxZT,BB6yyWai3GtkmCjq3eA6emouNh3ypQ8gnyUc8HarhxZT,SOL
2214,13766.377137,USDC,USDC,2022-02-26T14:08:49Z,2FCgSVjYZNvDQuQ5MJ66FK1di9Bvrr3GwzSv9YQcHY4s,2FCgSVjYZNvDQuQ5MJ66FK1di9Bvrr3GwzSv9YQcHY4s,ETH
2215,402.291041,USDC,USDC,2022-02-26T15:42:15Z,5a2dxMMksZBH5BW3rEdC8g5RB5rqKuTido3xUGDFBdTf,5a2dxMMksZBH5BW3rEdC8g5RB5rqKuTido3xUGDFBdTf,SOL
2216,1951.460701,USDC,USDC,2022-02-26T18:02:37Z,7JyN5B7AyLFc1Bgiyun69hAk9pBxK2zXuokjXeAo8GS7,7JyN5B7AyLFc1Bgiyun69hAk9pBxK2zXuokjXeAo8GS7,SOL
2217,1000.0,USDC,USDC,2022-02-26T21:52:29Z,9RrL9NSFsSvsScSVtsDvtQtrMBq3Tk112aA6d6Pp4yhS,9RrL9NSFsSvsScSVtsDvtQtrMBq3Tk112aA6d6Pp4yhS,SOL
2218,2454.045121,USDC,USDC,2022-02-27T01:13:41Z,3Wv3ky3bzX3UqrAjzShSTT2FVQ2quEYE9W1QmjJTwoJj,3Wv3ky3bzX3UqrAjzShSTT2FVQ2quEYE9W1QmjJTwoJj,SOL
2219,446.027622,USDC,USDC,2022-02-27T05:25:23Z,7RcCABqC3idEBupZnY4ovg5ACXnwzjX94yaMS6U9s9UR,7RcCABqC3idEBupZnY4ovg5ACXnwzjX94yaMS6U9s9UR,SOL
2220,10.0,USDC,USDC,2022-02-27T08:03:59Z,7rNapJcMKvpFfjKf9YSsfyh1x6e4PjYSM9iej4Byid7D,7rNapJcMKvpFfjKf9YSsfyh1x6e4PjYSM9iej4Byid7D,SOL
2221,20000.0,USDC,USDC,2022-02-27T19:14:17Z,Cr1VFRCDy4E6s6EVcUS8TBxw4mdVejAbx199CwLXykwb,Cr1VFRCDy4E6s6EVcUS8TBxw4mdVejAbx199CwLXykwb,BTC
2222,9220.452427,USDC,USDC,2022-02-27T19:47:46Z,EcdEwQXmUnJpJtpGigpjc6FFCbQwVvsMiQ3rX1NFmJE,EcdEwQXmUnJpJtpGigpjc6FFCbQwVvsMiQ3rX1NFmJE,SOL
2223,283.011488,USDC,USDC,2022-02-28T00:44:42Z,2m97ZMH98TzeV2fWtoBnQZRUY4NhpfdUn8S63kFBknLi,2m97ZMH98TzeV2fWtoBnQZRUY4NhpfdUn8S63kFBknLi,SOL
2224,180.754164,USDC,USDC,2022-02-28T18:52:04Z,8HARJChJQKfwW2JNdcxyqVTfoDn7LHW7FqEsJNo6yFSb,8HARJChJQKfwW2JNdcxyqVTfoDn7LHW7FqEsJNo6yFSb,BTC
2225,3.508817,USDC,USDC,2022-03-01T07:03:23Z,8wWNrLdCkcCrHrkj9iapub3F7qchgct3xRpTBXutJ5TJ,8wWNrLdCkcCrHrkj9iapub3F7qchgct3xRpTBXutJ5TJ,MNGO
2226,5.027905,USDC,USDC,2022-03-01T11:23:29Z,Ef751DoXoC1F1EP1eUJBnfg4UQ1tLW6AG7sz75Y98BNp,Ef751DoXoC1F1EP1eUJBnfg4UQ1tLW6AG7sz75Y98BNp,SOL
2227,60.064442,USDC,USDC,2022-03-01T11:31:05Z,8CNL3TYYa2ztQRPbaRZ94Jet2BEsf5BBu7X3JPvk88xE,8CNL3TYYa2ztQRPbaRZ94Jet2BEsf5BBu7X3JPvk88xE,MNGO
2228,3.307283,USDC,USDC,2022-03-01T22:11:45Z,8gnPd5jVVdjGREYpx9fJLnEWef1LzPq6HvWJSSDct7Uf,8gnPd5jVVdjGREYpx9fJLnEWef1LzPq6HvWJSSDct7Uf,SOL
2229,1200.0,USDC,USDC,2022-03-02T05:56:01Z,BQVsRB9iss6563BieMtq7Tt2cccf9s5iZM7cirq1CXbf,BQVsRB9iss6563BieMtq7Tt2cccf9s5iZM7cirq1CXbf,BTC
2230,943.371626,USDC,USDC,2022-03-02T06:54:38Z,3i52Q2RZN7WdFAjN9PBrrF2BWtoZ8n64RfyayfC1yrQd,3i52Q2RZN7WdFAjN9PBrrF2BWtoZ8n64RfyayfC1yrQd,SOL
2231,41.412681,USDC,USDC,2022-03-02T09:47:35Z,8HVrurZAuiD2iLn4fjQ36bDiCDG5b4uDkDyEzuj2Zjt,8HVrurZAuiD2iLn4fjQ36bDiCDG5b4uDkDyEzuj2Zjt,SOL
2232,20.0,USDC,USDC,2022-03-02T16:34:07Z,6G8WTfcbhByuuEfJXqQTw143XVAoPJHs8c18QUkYMKcS,6G8WTfcbhByuuEfJXqQTw143XVAoPJHs8c18QUkYMKcS,SOL
2233,101.183496,USDC,USDC,2022-03-02T17:19:29Z,CYaT3yYBYb9hQq2usgnAoJD8jbrcN4MbkFr4xCME3mAv,CYaT3yYBYb9hQq2usgnAoJD8jbrcN4MbkFr4xCME3mAv,SOL
2234,32.576642,USDC,USDC,2022-03-03T13:22:16Z,J4HoHfyPZwSU28cDUkiB8U3DGGkhbs9JzGEwhCxGFMhU,J4HoHfyPZwSU28cDUkiB8U3DGGkhbs9JzGEwhCxGFMhU,MNGO
2235,100.689273,USDC,USDC,2022-03-03T19:30:06Z,3bRuuenTh2kRaHqQC8ZiZeoteNS3ax2WJaffKLVHEWH9,3bRuuenTh2kRaHqQC8ZiZeoteNS3ax2WJaffKLVHEWH9,SOL
2236,98.166638,USDC,USDC,2022-03-04T02:03:24Z,366Wic2Gk366w2PcwAXYWXdgpdJX6heh9rG63VdHFAuq,366Wic2Gk366w2PcwAXYWXdgpdJX6heh9rG63VdHFAuq,ETH
2237,10464.762008,USDC,USDC,2022-03-04T02:40:59Z,GfSz1ttz6UzzdAS7jJfkb3JWqSoDSwad2zDqJRN7pzMF,GfSz1ttz6UzzdAS7jJfkb3JWqSoDSwad2zDqJRN7pzMF,SOL
2238,149.715199,USDC,USDC,2022-03-04T02:42:39Z,3QtSNqsckxUrqstFmMirJjR7qubANobJGn7g1LrPo82K,3QtSNqsckxUrqstFmMirJjR7qubANobJGn7g1LrPo82K,SOL
2239,100.334425,USDC,USDC,2022-03-04T02:52:08Z,4wzko8yQX3qAJBzt6PmrQtpajkhszdNwRrC3D2XLZfYk,4wzko8yQX3qAJBzt6PmrQtpajkhszdNwRrC3D2XLZfYk,SOL
2240,906.385802,USDC,USDC,2022-03-04T02:52:56Z,FGmS8wiCUXGSeu8hCUj6wQZpZuPZZACikq9GEfLeoH5Z,FGmS8wiCUXGSeu8hCUj6wQZpZuPZZACikq9GEfLeoH5Z,SOL
2241,116.62867,USDC,USDC,2022-03-04T03:42:58Z,B1ogazkAEBbncBFcz6f5vdLbUJVcUhHHT7CmnK7d5XEb,B1ogazkAEBbncBFcz6f5vdLbUJVcUhHHT7CmnK7d5XEb,MNGO
2242,1017.11185,USDC,USDC,2022-03-04T04:04:48Z,3SudFkgJAzVqUNQ3pW7CpUREDay9M9yDF42UepBLo79o,3SudFkgJAzVqUNQ3pW7CpUREDay9M9yDF42UepBLo79o,SOL
2243,1318698.05269,USDC,USDC,2022-03-04T04:28:50Z,5XgStSeDe22PVKojnuHaoboNGiJxgeszhLHsQYAgEBvs,5XgStSeDe22PVKojnuHaoboNGiJxgeszhLHsQYAgEBvs,SOL
2244,37.83367,USDC,USDC,2022-03-04T05:13:09Z,h4Wzg5Dz3hwmmoY2u7RYt7Kr76vCgHxaYJJfDfWbc6a,h4Wzg5Dz3hwmmoY2u7RYt7Kr76vCgHxaYJJfDfWbc6a,MNGO
