,amount,symbol,cash,date,signer,sender,asset
1057,3294.809237,USDC,USDC,2022-01-04,9ZTZ1doPyTPDvKDLPTUyDeeWDG6MxFWyWyXHG581GyjZ,9ZTZ1doPyTPDvKDLPTUyDeeWDG6MxFWyWyXHG581GyjZ,SOL
1058,6.888917,USDC,USDC,2022-01-04,9pMvnmMGdcDCZHGJQeZBGFBF6AnrychVqeHvCX2dKxm,9pMvnmMGdcDCZHGJQeZBGFBF6AnrychVqeHvCX2dKxm,SOL
1059,2500.0,USDC,USDC,2022-01-04,9t4aS1im2saNdkLmWsnrXmXfZzcizcDygMwKu6RyjCdr,9t4aS1im2saNdkLmWsnrXmXfZzcizcDygMwKu6RyjCdr,SOL
1060,1256.9662,USDC,USDC,2022-01-04,A1trQrj4jxnqjUJt1NhsNNijW71HL4FpMtoH2xoMHBZN,A1trQrj4jxnqjUJt1NhsNNijW71HL4FpMtoH2xoMHBZN,SOL
1061,5000.0,USDC,USDC,2022-01-04,AP1xyvaZ79165oQCXNmo1XyEfLyK489EXNTR8pA1CjX8,AP1xyvaZ79165oQCXNmo1XyEfLyK489EXNTR8pA1CjX8,SOL
1062,481.014148,USDC,USDC,2022-01-04,AaH89fdgug31XSpRGFfPRjcQUB93uzDZvwgcQHLaYA5P,AaH89fdgug31XSpRGFfPRjcQUB93uzDZvwgcQHLaYA5P,SOL
1063,1500.0,USDC,USDC,2022-01-04,AbArHqGy2ofEJ5xAxDREfi7Dw9riSe9bAD6HC3PraXH9,AbArHqGy2ofEJ5xAxDREfi7Dw9riSe9bAD6HC3PraXH9,SOL
1064,239.0,USDC,USDC,2022-01-04,Aj4ASMuMDKPcQ2h9bM3j9AsgmKuUxpSNxjn6K2GWHGJj,Aj4ASMuMDKPcQ2h9bM3j9AsgmKuUxpSNxjn6K2GWHGJj,SOL
1065,500.0,USDC,USDC,2022-01-04,AmtMBmANN9RLadVHji48boQVu9bGjabFGnY4eLAnVdcb,AmtMBmANN9RLadVHji48boQVu9bGjabFGnY4eLAnVdcb,SOL
1066,134.0,USDC,USDC,2022-01-04,BMKcx28G7RdvY7ATme7sKBuuzsFWAcqySmxEfWWRFNvc,BMKcx28G7RdvY7ATme7sKBuuzsFWAcqySmxEfWWRFNvc,SOL
1067,0.001787,USDC,USDC,2022-01-04,BhEtgSqbFXp3tVWSW8LpRf351TVPRu2N6jCtqbyYG8fx,BhEtgSqbFXp3tVWSW8LpRf351TVPRu2N6jCtqbyYG8fx,SOL
1068,6.0,USDC,USDC,2022-01-04,BkNJtSq3dH1gzG3FMGkFpegdMYuUpDPxDdydTvJU3Md5,BkNJtSq3dH1gzG3FMGkFpegdMYuUpDPxDdydTvJU3Md5,SOL
1069,10000.0,USDC,USDC,2022-01-04,Bxwmt4cPkAbhHBtn8kwUB8Cf7HuxUDNsFk7uWc8AvPXu,Bxwmt4cPkAbhHBtn8kwUB8Cf7HuxUDNsFk7uWc8AvPXu,SOL
1070,5000.0,USDC,USDC,2022-01-04,C3VsEy1aieSarFenNnSEdBTYkPi7732rvwMiQf8hyFBn,C3VsEy1aieSarFenNnSEdBTYkPi7732rvwMiQf8hyFBn,SOL
1071,451.90065,USDC,USDC,2022-01-04,C5q4tYiDzjJnikeVTBKFV3Xqp9eQ3jhZ6U4Esgrnuxih,C5q4tYiDzjJnikeVTBKFV3Xqp9eQ3jhZ6U4Esgrnuxih,SOL
1072,1000.0,USDC,USDC,2022-01-04,CHEaPfCeuyoPRc7n9NJx4vB3uHSrBKRyU6wcgbAKTmG3,CHEaPfCeuyoPRc7n9NJx4vB3uHSrBKRyU6wcgbAKTmG3,SOL
1073,4500.0,USDC,USDC,2022-01-04,Cb6mA7kWaAdRSeAZ3PpNNNQxbxfhQDVF7c1t5rTRQ6cu,Cb6mA7kWaAdRSeAZ3PpNNNQxbxfhQDVF7c1t5rTRQ6cu,SOL
1074,300.0,USDC,USDC,2022-01-04,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ,SOL
1075,300.0,USDC,USDC,2022-01-04,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ,MNGO
1076,300.0,USDC,USDC,2022-01-04,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ,CpDKmQogXgc2t1A2Ahx4Vd4bFsQdGcKhYiw9LHycrDDQ,BTC
1077,5000.0,USDC,USDC,2022-01-04,D2RGEY3JHUeeUNbCM2RGCT6kDoyKhyrbNvTX4MNJdKU3,D2RGEY3JHUeeUNbCM2RGCT6kDoyKhyrbNvTX4MNJdKU3,SOL
1078,11500.0,USDC,USDC,2022-01-04,DEFJuwtdHvT2hRQSWr3tCbkDfrPSUggSww4hEEU8Xyw1,DEFJuwtdHvT2hRQSWr3tCbkDfrPSUggSww4hEEU8Xyw1,SOL
1079,500.0,USDC,USDC,2022-01-04,DGq9Kk3GrDLwEGbkb5YA56qJ43zaCpN2tUrnetENp5u2,DGq9Kk3GrDLwEGbkb5YA56qJ43zaCpN2tUrnetENp5u2,SOL
1080,680.934935,USDC,USDC,2022-01-04,DHUvixZpd9LtGzMjRpeei1W7eohz1CDPaFgtXod9eWBw,DHUvixZpd9LtGzMjRpeei1W7eohz1CDPaFgtXod9eWBw,SOL
1081,1000.0,USDC,USDC,2022-01-04,DNpaVTkiQMiHgGXNMRzFpeVS9GwzZjQPGUxmZ2pEMakt,DNpaVTkiQMiHgGXNMRzFpeVS9GwzZjQPGUxmZ2pEMakt,SOL
1082,2.0,USDC,USDC,2022-01-04,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,SOL
1083,1.0,USDC,USDC,2022-01-04,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,MNGO
1084,6067.540296,USDC,USDC,2022-01-04,E1X41UgH55xSXSM6BgF9Ds3BB2gNG7wwFbaR2bAr3Jdg,E1X41UgH55xSXSM6BgF9Ds3BB2gNG7wwFbaR2bAr3Jdg,SOL
1085,1065.963559,USDC,USDC,2022-01-04,E1iAeafp9XLQLCu9ErENUxZiNPWGQNCW3F3EDFbpZJvx,E1iAeafp9XLQLCu9ErENUxZiNPWGQNCW3F3EDFbpZJvx,SOL
1086,120.0,USDC,USDC,2022-01-04,EAmvC16UQrM5xxmtpLHEABBkFtN88ZGB1qD9Si79HisJ,EAmvC16UQrM5xxmtpLHEABBkFtN88ZGB1qD9Si79HisJ,SOL
1087,100000.0,USDC,USDC,2022-01-04,EE5onWTbyziRM4ACb2PmqeeHCYd3gqtSDS6RDhnitcb1,EE5onWTbyziRM4ACb2PmqeeHCYd3gqtSDS6RDhnitcb1,SOL
1088,1001.429711,USDC,USDC,2022-01-04,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,EHWCVPPek2kt512pn6JQDKMdZ7R91gLad24dthVYjUQo,SOL
1089,98.071024,USDC,USDC,2022-01-04,ENfhJcrMjWtF556LjMSGFBwnEDB9EFpCq5WaMDbFUmmt,ENfhJcrMjWtF556LjMSGFBwnEDB9EFpCq5WaMDbFUmmt,SOL
1090,44.863812,USDC,USDC,2022-01-04,EWL6t5iV2exy5AVdLwboYcsuKTMqtjAkScdZ9DuCF6rh,EWL6t5iV2exy5AVdLwboYcsuKTMqtjAkScdZ9DuCF6rh,SOL
1091,792.424997,USDC,USDC,2022-01-04,Eagjgzxfhnmhpd98Hs8vd5ySG18EWrW5WeSk2A2Zphjr,Eagjgzxfhnmhpd98Hs8vd5ySG18EWrW5WeSk2A2Zphjr,SOL
1092,36314.025419,USDC,USDC,2022-01-04,EfMmgbxbUkJ5p38LRiULc2m5KwSd4UPY9zWG5UQKyKGV,EfMmgbxbUkJ5p38LRiULc2m5KwSd4UPY9zWG5UQKyKGV,SOL
1093,725.158899,USDC,USDC,2022-01-04,FWrLpMp3HiHAdzHeqGMTsJsB7BgSAMCpECzfNZZFw7X8,FWrLpMp3HiHAdzHeqGMTsJsB7BgSAMCpECzfNZZFw7X8,SOL
1094,2.0,USDC,USDC,2022-01-04,FmoLSUF2vWzMDFvLcYc5hpsyujXZ7SyiQwi6eNYosMSR,FmoLSUF2vWzMDFvLcYc5hpsyujXZ7SyiQwi6eNYosMSR,SOL
1095,2000.0,USDC,USDC,2022-01-04,GCuqskvjzqZayiEuc7rqS2vF7cYqSB5G9bfMeFsRvirf,GCuqskvjzqZayiEuc7rqS2vF7cYqSB5G9bfMeFsRvirf,SOL
1096,3900.0,USDC,USDC,2022-01-04,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,GNisgcTZZ2WS5PFAEkVUbFso3wNe22cjhmZiEjGcqeHD,SOL
1097,1856.538859,USDC,USDC,2022-01-04,GTX5fp82Ymu3W2oATYsxPS6dJzwT95impEfgYfbNaytt,GTX5fp82Ymu3W2oATYsxPS6dJzwT95impEfgYfbNaytt,SOL
1098,80000.008228,USDC,USDC,2022-01-04,GZb6XxJs6JviZH8VwYTqL2sqSG1bmNat2txjebkBCUxX,GZb6XxJs6JviZH8VwYTqL2sqSG1bmNat2txjebkBCUxX,SOL
1099,200.0,USDC,USDC,2022-01-04,Gf27gNsfKrz4e56V9myBjaRUhEqFcM9Ghj5fBL1Qkf1Z,Gf27gNsfKrz4e56V9myBjaRUhEqFcM9Ghj5fBL1Qkf1Z,SOL
1100,4.272583,USDC,USDC,2022-01-04,GwYc9Uz9UUmikf9g276jd9SLQyQvEqSZc82m2vRp9rsr,GwYc9Uz9UUmikf9g276jd9SLQyQvEqSZc82m2vRp9rsr,SOL
1101,30000.0,USDC,USDC,2022-01-04,GwbzjxH5QpTKjnLptTJsEgEr4FjtSzdTV9idvM1c1c58,GwbzjxH5QpTKjnLptTJsEgEr4FjtSzdTV9idvM1c1c58,SOL
1102,351.509788,USDC,USDC,2022-01-04,H655UGcFtyyXZiARy5GBQ1UPvzZ9JPANc2oy5sQfDniS,H655UGcFtyyXZiARy5GBQ1UPvzZ9JPANc2oy5sQfDniS,SOL
1103,4215.0,USDC,USDC,2022-01-04,H9uZd2g4ybK8wdrQfqxBWekoM7DJXctQWPMfHb4EKxoK,H9uZd2g4ybK8wdrQfqxBWekoM7DJXctQWPMfHb4EKxoK,SOL
1104,1448.09,USDC,USDC,2022-01-04,HCGZ4trKxexnnFTwSNkW1A4vkDJ5QpSFA35TdJ23M79,HCGZ4trKxexnnFTwSNkW1A4vkDJ5QpSFA35TdJ23M79,SOL
1105,50.0,USDC,USDC,2022-01-04,HGrJteiVxmCtTXXnRvUExh67S4PTFPwB9sGthGXZLW7G,HGrJteiVxmCtTXXnRvUExh67S4PTFPwB9sGthGXZLW7G,SOL
1106,2500.0,USDC,USDC,2022-01-04,HJwXhP2AzFLkvTRBXxTRZLGCZ4XBQy8j9zmb6odQZvSa,HJwXhP2AzFLkvTRBXxTRZLGCZ4XBQy8j9zmb6odQZvSa,SOL
1107,800.0,USDC,USDC,2022-01-04,HR8tGgDDQ3tVuqtuysQQe4pWW54m5ruLzMiX3oBFetfi,HR8tGgDDQ3tVuqtuysQQe4pWW54m5ruLzMiX3oBFetfi,SOL
1108,10000.0,USDC,USDC,2022-01-04,Hb57yjfnHVNR3vGKMdXyo9i5HPeSnaLWXrH4QSpnbvVe,Hb57yjfnHVNR3vGKMdXyo9i5HPeSnaLWXrH4QSpnbvVe,SOL
1109,105.88,USDC,USDC,2022-01-04,Hhr6sEKoWv9X2QgRAr1jb4M3n81wx5PkDqAuE1m4ZEoa,Hhr6sEKoWv9X2QgRAr1jb4M3n81wx5PkDqAuE1m4ZEoa,SOL
1110,500.609273,USDC,USDC,2022-01-04,HizJKsUpyLwVCN4izB53Gq61BJmEzRWfDVPAXEhHiyFq,HizJKsUpyLwVCN4izB53Gq61BJmEzRWfDVPAXEhHiyFq,SOL
1111,86.0,USDC,USDC,2022-01-04,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,SOL
1112,244.791037,USDC,USDC,2022-01-04,Hs556tQKdvEL6QnsgaUmRDtjaBYttBA6uin6iJYcA8Hr,Hs556tQKdvEL6QnsgaUmRDtjaBYttBA6uin6iJYcA8Hr,SOL
1113,100.0,USDC,USDC,2022-01-04,Hya9U3Ao61oebVBPEnUiqinqvpzTguAZhbAWDmEQpm3a,Hya9U3Ao61oebVBPEnUiqinqvpzTguAZhbAWDmEQpm3a,SOL
1114,15456.069371,USDC,USDC,2022-01-04,J1PPDDCV9CfXVEVowa8Zcwm8s2r2vpnzAVBKBN3ZJdNi,J1PPDDCV9CfXVEVowa8Zcwm8s2r2vpnzAVBKBN3ZJdNi,SOL
1115,3999.0,USDC,USDC,2022-01-04,J8mcapgaag29PbRSD9tgMqapArAMGHr3TZNssqKwaGsX,J8mcapgaag29PbRSD9tgMqapArAMGHr3TZNssqKwaGsX,SOL
1116,1453.799248,USDC,USDC,2022-01-04,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT,JC3MbCwrT86ZW1ZkLrYxEKTZkkkXqnng674yyP33ibFT,SOL
1117,19712.115398,USDC,USDC,2022-01-04,UywTbJxVgvFXqWaNE1gBxmVqPxxKcMd4NUCTJcwwbGc,UywTbJxVgvFXqWaNE1gBxmVqPxxKcMd4NUCTJcwwbGc,SOL
1118,1000.0,USDC,USDC,2022-01-04,Xsuu9pEMvx2XhUQDsESC89tLoA4Jfe68mZuJXXEWr7o,Xsuu9pEMvx2XhUQDsESC89tLoA4Jfe68mZuJXXEWr7o,SOL
1119,200.0,USDC,USDC,2022-01-04,bGnjF3w4dRU3MeZg5eXz1YiyjRSzLzH4bEoaNKTckSe,bGnjF3w4dRU3MeZg5eXz1YiyjRSzLzH4bEoaNKTckSe,SOL
1120,42.271109,USDC,USDC,2022-01-05,25xxUEKyx7PYVWfpLLHuexVKvcqC8bU7SFfKyRn6AWau,25xxUEKyx7PYVWfpLLHuexVKvcqC8bU7SFfKyRn6AWau,SOL
1121,250.0,USDC,USDC,2022-01-05,2Xy5zVxgC4S8vaRjoFwxHgR9vw3nDHkqTVkDka5eQcGT,2Xy5zVxgC4S8vaRjoFwxHgR9vw3nDHkqTVkDka5eQcGT,SOL
1122,225.280141,USDC,USDC,2022-01-05,2ZcpeFm2N7syaEsPaoCsVZHz7h7EfGr8ny3rn7vXGify,2ZcpeFm2N7syaEsPaoCsVZHz7h7EfGr8ny3rn7vXGify,SOL
1123,5000.0,USDC,USDC,2022-01-05,3gBGxxrsgwd7qmw5JQfXjYfyxVCmFBq4CeEjnLb66iQt,3gBGxxrsgwd7qmw5JQfXjYfyxVCmFBq4CeEjnLb66iQt,SOL
1124,61.0,USDC,USDC,2022-01-05,3khgPjvK86KWDnmTh2idH4LCo5VzDqEzBxVbuqFB1HRx,3khgPjvK86KWDnmTh2idH4LCo5VzDqEzBxVbuqFB1HRx,SOL
1125,517.0,USDC,USDC,2022-01-05,47V8oE6s8hCqfV7Ax1wtB3uxQDcP3iTJEd8Udrd3ULMA,47V8oE6s8hCqfV7Ax1wtB3uxQDcP3iTJEd8Udrd3ULMA,SOL
1126,1000.0,USDC,USDC,2022-01-05,48WqeALQpzc5QUaAJrwB9gBgiPu12LY7SsuAoEFDabtM,48WqeALQpzc5QUaAJrwB9gBgiPu12LY7SsuAoEFDabtM,SOL
1127,5959.653381,USDC,USDC,2022-01-05,4DPH38qEHiqNvxQAEtrAKaGthKWZ5hwbrMqMD7LM8Ao5,4DPH38qEHiqNvxQAEtrAKaGthKWZ5hwbrMqMD7LM8Ao5,SOL
1128,40.0,USDC,USDC,2022-01-05,4S22xbkRNnNFUyzriSbCDnaUNhqMLPexg369GC8B17dK,4S22xbkRNnNFUyzriSbCDnaUNhqMLPexg369GC8B17dK,SOL
1129,2594.29,USDC,USDC,2022-01-05,4WaK91WhLXrVHtquUSie9jP6p4yEEKvRqUGLtq94ZX5s,4WaK91WhLXrVHtquUSie9jP6p4yEEKvRqUGLtq94ZX5s,SOL
1130,70.0,USDC,USDC,2022-01-05,5AD5iQYuXj7cmEybKfdJ8prSCX1q5J2XJRH8REA6H3dn,5AD5iQYuXj7cmEybKfdJ8prSCX1q5J2XJRH8REA6H3dn,SOL
1131,89.0,USDC,USDC,2022-01-05,5GTKBtJ6QjzkPpMsJznLLVjFmnx9bizutSrgVzj1MedY,5GTKBtJ6QjzkPpMsJznLLVjFmnx9bizutSrgVzj1MedY,SOL
1132,172.630127,USDC,USDC,2022-01-05,5p1Xj4DpHTsnqCJ9m5djvko4KeJuQvw1kTgCbktSFipn,5p1Xj4DpHTsnqCJ9m5djvko4KeJuQvw1kTgCbktSFipn,SOL
1133,15000.0,USDC,USDC,2022-01-05,61hcYmdXg5hqNtnEXVHjyDYL8fVvqt6SocJb8UGdY38W,61hcYmdXg5hqNtnEXVHjyDYL8fVvqt6SocJb8UGdY38W,SOL
1134,500.0,USDC,USDC,2022-01-05,6GpfXvXtAQbeSmn1DZ3DYWZDrGzrXADqjdkmig1JMiAR,6GpfXvXtAQbeSmn1DZ3DYWZDrGzrXADqjdkmig1JMiAR,SOL
1135,152.0,USDC,USDC,2022-01-05,6M7i6yiN76iuTBYccV4nXQLeFJNVuNidGskD8jp3XpcM,6M7i6yiN76iuTBYccV4nXQLeFJNVuNidGskD8jp3XpcM,SOL
1136,1000000.0,USDC,USDC,2022-01-05,6rgh53R9uuTNdknA9aXMKfkMmkzevzPneqCvqLZFPKQ9,6rgh53R9uuTNdknA9aXMKfkMmkzevzPneqCvqLZFPKQ9,SOL
1137,2068.602283,USDC,USDC,2022-01-05,7JyN5B7AyLFc1Bgiyun69hAk9pBxK2zXuokjXeAo8GS7,7JyN5B7AyLFc1Bgiyun69hAk9pBxK2zXuokjXeAo8GS7,SOL
1138,298.7,USDC,USDC,2022-01-05,7T8WYKUdd8HFSWG48futoM7MYrFQAZQgDfXp56BcWbdJ,7T8WYKUdd8HFSWG48futoM7MYrFQAZQgDfXp56BcWbdJ,SOL
1139,8.924494,USDC,USDC,2022-01-05,7sBE6bh9yWrDLXUkTqFNgmkPa4AouLkaDzU95cBkgvsP,7sBE6bh9yWrDLXUkTqFNgmkPa4AouLkaDzU95cBkgvsP,SOL
1140,5000.0,USDC,USDC,2022-01-05,89wbNP1iA1FgxqaZsZkX4htqqvo4PfkvrChHc9p2DfNq,89wbNP1iA1FgxqaZsZkX4htqqvo4PfkvrChHc9p2DfNq,SOL
1141,1000.0,USDC,USDC,2022-01-05,8JZ2sWqVjer1gb3nNyB7tKS7aNnx8JByw4rV8Ka667kB,8JZ2sWqVjer1gb3nNyB7tKS7aNnx8JByw4rV8Ka667kB,SOL
1142,5000.0,USDC,USDC,2022-01-05,8QNYnbU3QzvxNFudGFd1SizhX4w5CPGU2nrjowUk8m14,8QNYnbU3QzvxNFudGFd1SizhX4w5CPGU2nrjowUk8m14,SOL
1143,235.413193,USDC,USDC,2022-01-05,8cb3uKKZ7VsBtpcXutTXbGfiS56vYNhLhvr7Kuhzzakm,8cb3uKKZ7VsBtpcXutTXbGfiS56vYNhLhvr7Kuhzzakm,SOL
1144,100.0,USDC,USDC,2022-01-05,8gxJEB4eSp5R8Z4Vy8TChcbLWPG93cVhpGLYWPuo4UMz,8gxJEB4eSp5R8Z4Vy8TChcbLWPG93cVhpGLYWPuo4UMz,SOL
1145,1112.013674,USDC,USDC,2022-01-05,8tMHMWoEi3SBrPwASw2mj4rC198JkQwR44TQx3AFZfgB,8tMHMWoEi3SBrPwASw2mj4rC198JkQwR44TQx3AFZfgB,SOL
1146,233440.615886,USDC,USDC,2022-01-05,8w4uRzN81cghupkF7jNLinGLtCqYwNQFgQtdJfC5so7z,8w4uRzN81cghupkF7jNLinGLtCqYwNQFgQtdJfC5so7z,SOL
1147,5000.0,USDC,USDC,2022-01-05,9Sxgru42oAC6vwy8sQnUgeQABha3kegQmXXt1HdgMAHE,9Sxgru42oAC6vwy8sQnUgeQABha3kegQmXXt1HdgMAHE,SOL
1148,5000.0,USDC,USDC,2022-01-05,9t4aS1im2saNdkLmWsnrXmXfZzcizcDygMwKu6RyjCdr,9t4aS1im2saNdkLmWsnrXmXfZzcizcDygMwKu6RyjCdr,SOL
1149,395.0,USDC,USDC,2022-01-05,AJLtRkh7iiSKymJA9UYar1QsRUkFJ8NLBaYYGCBhGGMj,AJLtRkh7iiSKymJA9UYar1QsRUkFJ8NLBaYYGCBhGGMj,SOL
1150,502.0005,USDC,USDC,2022-01-05,AXjpGP1cZgMysqgUT39MXdDhEhEuaofci4Xj3x92ymtM,AXjpGP1cZgMysqgUT39MXdDhEhEuaofci4Xj3x92ymtM,SOL
1151,1491.195938,USDC,USDC,2022-01-05,B4HMPse5ZrHn51QmTk5SVKrNgtceHGow3qSVURGRyh5e,B4HMPse5ZrHn51QmTk5SVKrNgtceHGow3qSVURGRyh5e,SOL
1152,8091.843246,USDC,USDC,2022-01-05,BB6yyWai3GtkmCjq3eA6emouNh3ypQ8gnyUc8HarhxZT,BB6yyWai3GtkmCjq3eA6emouNh3ypQ8gnyUc8HarhxZT,SOL
1153,200.0,USDC,USDC,2022-01-05,BEhpnUUWBNgptjMBxmsjax27u1957RYMjwufamRWSg39,BEhpnUUWBNgptjMBxmsjax27u1957RYMjwufamRWSg39,SOL
1154,125.412918,USDC,USDC,2022-01-05,BkNJtSq3dH1gzG3FMGkFpegdMYuUpDPxDdydTvJU3Md5,BkNJtSq3dH1gzG3FMGkFpegdMYuUpDPxDdydTvJU3Md5,SOL
1155,2110.021954,USDC,USDC,2022-01-05,CM9jLJjx23G6Q71TWhREHGPv6xRyynaMcKbLKVAgwgLQ,CM9jLJjx23G6Q71TWhREHGPv6xRyynaMcKbLKVAgwgLQ,SOL
1156,902.552356,USDC,USDC,2022-01-05,CRqJRJXNMSr4rkDbuWkzcgANL7W9abMLi77hyFmV8CQ6,CRqJRJXNMSr4rkDbuWkzcgANL7W9abMLi77hyFmV8CQ6,SOL
1157,208.0,USDC,USDC,2022-01-05,ChHzjqoGhMiDXoUUVvT1ckT95YLeJ2BAFmiL9baTA4HZ,ChHzjqoGhMiDXoUUVvT1ckT95YLeJ2BAFmiL9baTA4HZ,SOL
1158,24.99371,USDC,USDC,2022-01-05,CiVSK81H4kuC4LRiRb93fPLoxFmW5YfCKxnKJsvzzPza,CiVSK81H4kuC4LRiRb93fPLoxFmW5YfCKxnKJsvzzPza,SOL
1159,1000.0,USDC,USDC,2022-01-05,D5XTVxqZV5JYsLVWPQXF9fuyPPbBuuAzgkLEoRyYcstS,D5XTVxqZV5JYsLVWPQXF9fuyPPbBuuAzgkLEoRyYcstS,SOL
1160,1000.0,USDC,USDC,2022-01-05,D5sqgdH198kpxiFmqPsCnmmthfqkhNGpw5ZNwdVTHMKV,D5sqgdH198kpxiFmqPsCnmmthfqkhNGpw5ZNwdVTHMKV,SOL
1161,100.0,USDC,USDC,2022-01-05,DFj2jN63pFw2LS14SQK5t3Ezi7Rdh4Njq1knBo9GfnpC,DFj2jN63pFw2LS14SQK5t3Ezi7Rdh4Njq1knBo9GfnpC,SOL
1162,10000.0,USDC,USDC,2022-01-05,DX4JcwyMAzFe8gWo56BvJSdpLtbXzvfYDF9tdDBzSqna,DX4JcwyMAzFe8gWo56BvJSdpLtbXzvfYDF9tdDBzSqna,SOL
1163,350.0,USDC,USDC,2022-01-05,DeTd6fYYLoB1RUKgxetsnB1h82hTFnvPXizTREMPGSU1,DeTd6fYYLoB1RUKgxetsnB1h82hTFnvPXizTREMPGSU1,SOL
1164,55.0,USDC,USDC,2022-01-05,DuKu9XL8D3D1znG2L9xBL847dm1eTFpU4xEMRqo2eeaj,DuKu9XL8D3D1znG2L9xBL847dm1eTFpU4xEMRqo2eeaj,SOL
1165,55.0,USDC,USDC,2022-01-05,DuKu9XL8D3D1znG2L9xBL847dm1eTFpU4xEMRqo2eeaj,DuKu9XL8D3D1znG2L9xBL847dm1eTFpU4xEMRqo2eeaj,BTC
1166,100.0,USDC,USDC,2022-01-05,ELF6GAibSjZpVi7ivsfEXmHHVvqDVX4Fdez3JbWhsL6Z,ELF6GAibSjZpVi7ivsfEXmHHVvqDVX4Fdez3JbWhsL6Z,MNGO
1167,3000.0,USDC,USDC,2022-01-05,EpjW3rsw1PtuosadDjvwAuiAU8FGSQ6jn7i5nk2QUc7j,EpjW3rsw1PtuosadDjvwAuiAU8FGSQ6jn7i5nk2QUc7j,SOL
1168,300.0,USDC,USDC,2022-01-05,ErN3t5CM7yGfxm3aZdGGNUSwE7BHBVqnShGfqJkrGogm,ErN3t5CM7yGfxm3aZdGGNUSwE7BHBVqnShGfqJkrGogm,SOL
1169,170.0,USDC,USDC,2022-01-05,EyWSkc24gJWRSgsJgeQ3NoXw7jY3UzSnZrobpxwLSSvt,EyWSkc24gJWRSgsJgeQ3NoXw7jY3UzSnZrobpxwLSSvt,SOL
1170,50990.370591,USDC,USDC,2022-01-05,F48MktMsHTPJV9FcPpEABSgpufqmabxaRPzTWn3jUFmv,F48MktMsHTPJV9FcPpEABSgpufqmabxaRPzTWn3jUFmv,SOL
1171,200.0,USDC,USDC,2022-01-05,FDxmgdXDyVzQuMRydb9dCm71chEkwYsM4xtwqvTWUNZC,FDxmgdXDyVzQuMRydb9dCm71chEkwYsM4xtwqvTWUNZC,SOL
1172,1499.054233,USDC,USDC,2022-01-05,FvVKb2GcPTPhBYyANoNYkJx2PPW4WrLCdtrWGCPBEep2,FvVKb2GcPTPhBYyANoNYkJx2PPW4WrLCdtrWGCPBEep2,SOL
1173,2505.31766,USDC,USDC,2022-01-05,FywEDBbgurXUTcYUdp4MMWq2EiuGndbFLoC9rfCfcBDs,FywEDBbgurXUTcYUdp4MMWq2EiuGndbFLoC9rfCfcBDs,SOL
1174,1247.893492,USDC,USDC,2022-01-05,GXHFo79MHsYUWBxR1nHCRqpSAVb2xLV6BvAKeu6Kjo3s,GXHFo79MHsYUWBxR1nHCRqpSAVb2xLV6BvAKeu6Kjo3s,SOL
1175,200.0,USDC,USDC,2022-01-05,Gg1Jh9aDCfrqm2BcFDK5fRPeGuGp8BQ3jD2gXqDniEY9,Gg1Jh9aDCfrqm2BcFDK5fRPeGuGp8BQ3jD2gXqDniEY9,MNGO
1176,10000.0,USDC,USDC,2022-01-05,GjBPFGrUwiPeAYpVE4QGa5bPqTZaWPz3GjihvMBrCLiy,GjBPFGrUwiPeAYpVE4QGa5bPqTZaWPz3GjihvMBrCLiy,SOL
1177,9.99,USDC,USDC,2022-01-05,HJ15p25VPFGfqszNruZADvmycKEvr7unmdtm8jHTpzh4,HJ15p25VPFGfqszNruZADvmycKEvr7unmdtm8jHTpzh4,SOL
1178,380.0,USDC,USDC,2022-01-05,HWxgoMt5aYqb66439pa5mBDKvZywBnB3LgazpJVTBvVM,HWxgoMt5aYqb66439pa5mBDKvZywBnB3LgazpJVTBvVM,SOL
1179,5614.239187,USDC,USDC,2022-01-05,HZddCPwW7298zwoJ7RhT8ePD2Lq442VsVTq934QkEDdo,HZddCPwW7298zwoJ7RhT8ePD2Lq442VsVTq934QkEDdo,SOL
1180,24.212931,USDC,USDC,2022-01-05,JAoRbiLpgTVkzhQCP6uXYTY4X1omRrYouFVoTMrVb9MC,JAoRbiLpgTVkzhQCP6uXYTY4X1omRrYouFVoTMrVb9MC,SOL
