,amount,symbol,cash,date,signer,sender,asset
0,0.01,,tsUSDC,2022-02-02,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,SOL (tsUSDC)
1,148.058395,,tsUSDC,2022-02-05,2DfPUMV7HAiS4gPZ466wzEFYDAdJnvL6zJYJR6SnrMqm,2DfPUMV7HAiS4gPZ466wzEFYDAdJnvL6zJYJR6SnrMqm,SOL (tsUSDC)
2,4594.986147,,tsUSDC,2022-02-05,32beJGsGFLc84RpiTLrg9zVd7qhrhqxxnT5YS4zvnWUw,32beJGsGFLc84RpiTLrg9zVd7qhrhqxxnT5YS4zvnWUw,SOL (tsUSDC)
3,898032.61189,,tsUSDC,2022-02-05,3HixSznhPFXA8ueB2sy9iVmVCZP7McRSR4wUuCVeHfh4,3HixSznhPFXA8ueB2sy9iVmVCZP7McRSR4wUuCVeHfh4,SOL (tsUSDC)
4,10.0,,tsUSDC,2022-02-05,4KebMoBAADpvhXSvNAEgQ9GDf593NKpGmtUmmj4wx5qv,4KebMoBAADpvhXSvNAEgQ9GDf593NKpGmtUmmj4wx5qv,SOL (tsUSDC)
5,10.0,,tsUSDC,2022-02-05,4PmFe617eZJJgSmoUrnWek5efz7QaUMu1KGMW5hJH6Ho,4PmFe617eZJJgSmoUrnWek5efz7QaUMu1KGMW5hJH6Ho,SOL (tsUSDC)
6,494.731495,,tsUSDC,2022-02-05,55nwZS9XiRF6Jytk8UkyfZCCB1dBJxAsawz2og8kNY6H,55nwZS9XiRF6Jytk8UkyfZCCB1dBJxAsawz2og8kNY6H,SOL (tsUSDC)
7,110.279494,,tsUSDC,2022-02-05,6aHVMcBnXSXMHnbYLzZozqDzrmJeCZmY8N6aVtZCYnPV,6aHVMcBnXSXMHnbYLzZozqDzrmJeCZmY8N6aVtZCYnPV,SOL (tsUSDC)
8,1572.959081,,tsUSDC,2022-02-05,71ENAd9PoeQhUgKJZYTcwamWUzTBTwZ8YahYq1WjisiK,71ENAd9PoeQhUgKJZYTcwamWUzTBTwZ8YahYq1WjisiK,SOL (tsUSDC)
9,99.924303,,tsUSDC,2022-02-05,AsiVhEvfYvvJw1QiGNonUMdozpbgt795M65M674GPQr,AsiVhEvfYvvJw1QiGNonUMdozpbgt795M65M674GPQr,SOL (tsUSDC)
10,10.484531,,tsUSDC,2022-02-05,At7WDZCHQfZzzsWqTPcvgkfEo4t1bLL4NUJePezc6nd6,At7WDZCHQfZzzsWqTPcvgkfEo4t1bLL4NUJePezc6nd6,SOL (tsUSDC)
11,1.0,,tsUSDC,2022-02-05,BR12bwDqjqhBqXR6TAQin49ZhgPNv4dw1pzSr4v56PJs,BR12bwDqjqhBqXR6TAQin49ZhgPNv4dw1pzSr4v56PJs,SOL (tsUSDC)
12,10.94,,tsUSDC,2022-02-05,BTiW6RcgPtFzYaEDaTNYsgs15YVowGMj961VqpmXghhk,BTiW6RcgPtFzYaEDaTNYsgs15YVowGMj961VqpmXghhk,SOL (tsUSDC)
13,10.0,,tsUSDC,2022-02-05,BmcxKhjoZWcwsP4P8VELc5ebUrch7ApR173abAHVKJ2r,BmcxKhjoZWcwsP4P8VELc5ebUrch7ApR173abAHVKJ2r,SOL (tsUSDC)
14,99.944784,,tsUSDC,2022-02-05,BvMihzShwWCtjWvCHaNC95vv7mxKRb3UhZKMPyVyvrzk,BvMihzShwWCtjWvCHaNC95vv7mxKRb3UhZKMPyVyvrzk,SOL (tsUSDC)
15,2998353.192814,,tsUSDC,2022-02-05,CHbwVQQvMvhGxLPBkaL6SZuJ8f895bGHZ5BsLXbaJL3N,CHbwVQQvMvhGxLPBkaL6SZuJ8f895bGHZ5BsLXbaJL3N,SOL (tsUSDC)
16,149.610979,,tsUSDC,2022-02-05,DYmSowEG5dVNthLg4577BQWnwMhF51EAA5G4Gi3qQPQm,DYmSowEG5dVNthLg4577BQWnwMhF51EAA5G4Gi3qQPQm,SOL (tsUSDC)
17,99.942866,,tsUSDC,2022-02-05,DZpW1yYEgHwsmZARMnta2ZeVCTdA913YaCy3tnEChyg5,DZpW1yYEgHwsmZARMnta2ZeVCTdA913YaCy3tnEChyg5,SOL (tsUSDC)
18,9990.016262,,tsUSDC,2022-02-05,Dufkcoohxi46XE2A6tJC4ye5fjG8ovdTtbxZDGkyqQuH,Dufkcoohxi46XE2A6tJC4ye5fjG8ovdTtbxZDGkyqQuH,SOL (tsUSDC)
19,9377.523921,,tsUSDC,2022-02-05,FUxbSxb9ATX6oSZLLt48sk6otsFoHtDJnvkmAWKcpZbd,FUxbSxb9ATX6oSZLLt48sk6otsFoHtDJnvkmAWKcpZbd,SOL (tsUSDC)
20,750.50587,,tsUSDC,2022-02-05,GvZTPnrH3jAY1myfjs98hc1GsDnN1yU1TWUy467UzM7y,GvZTPnrH3jAY1myfjs98hc1GsDnN1yU1TWUy467UzM7y,SOL (tsUSDC)
21,2997.009125,,tsUSDC,2022-02-05,Heer2YM6WardhQetRq9WocByZZBhWfGN2nggB5EyHQgD,Heer2YM6WardhQetRq9WocByZZBhWfGN2nggB5EyHQgD,SOL (tsUSDC)
22,999.009784,,tsUSDC,2022-02-05,HfW97Lwm186yH9WWaq1RF322nVyn8vVmhSgy92bjBZkt,HfW97Lwm186yH9WWaq1RF322nVyn8vVmhSgy92bjBZkt,SOL (tsUSDC)
23,10.0,,tsUSDC,2022-02-05,NBG3ue8ZZtbedmszRgNpbyQ7mp6z17JfnvrhRUDBV4w,NBG3ue8ZZtbedmszRgNpbyQ7mp6z17JfnvrhRUDBV4w,SOL (tsUSDC)
24,70000.0,,tsUSDC,2022-02-05,pDNXSpYcxYFen79GYfFYupJsfVhkWGsHWiKrU6t58Yn,pDNXSpYcxYFen79GYfFYupJsfVhkWGsHWiKrU6t58Yn,SOL (tsUSDC)
25,9988.989872,,tsUSDC,2022-02-06,12w8XA9PkmNHo24SZDh61k6aKMq2sWnU1AeSiQQw5ett,12w8XA9PkmNHo24SZDh61k6aKMq2sWnU1AeSiQQw5ett,SOL (tsUSDC)
26,179.794102,,tsUSDC,2022-02-06,3ZdrdyS1ByXQdnASEmMu9JxUuQiJbwPzzQzXo1VtXFke,3ZdrdyS1ByXQdnASEmMu9JxUuQiJbwPzzQzXo1VtXFke,SOL (tsUSDC)
27,99.881293,,tsUSDC,2022-02-06,45pYFpfS1XPbL5Ny234Vdvm2eaj7eQeumdAU44fu2SAy,45pYFpfS1XPbL5Ny234Vdvm2eaj7eQeumdAU44fu2SAy,SOL (tsUSDC)
28,116.204327,,tsUSDC,2022-02-06,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,SOL (tsUSDC)
29,0.025528,,tsUSDC,2022-02-06,4DKQyJR4chZxbPdXeFwrKsGGKa18PeqDgJ4hqHvVzbv8,4DKQyJR4chZxbPdXeFwrKsGGKa18PeqDgJ4hqHvVzbv8,SOL (tsUSDC)
30,74.917964,,tsUSDC,2022-02-06,4TiMCLPtnsr4T2GcEeyaqq7sSSCfPYskqtj8uM1zZWk1,4TiMCLPtnsr4T2GcEeyaqq7sSSCfPYskqtj8uM1zZWk1,SOL (tsUSDC)
31,9.988798,,tsUSDC,2022-02-06,4adZX5dxmitvyPbqCQXwGn88y1PxCE2EjEbwqPf9HvcA,4adZX5dxmitvyPbqCQXwGn88y1PxCE2EjEbwqPf9HvcA,SOL (tsUSDC)
32,99.881223,,tsUSDC,2022-02-06,5KfRm2tAzQ4yFWKVvbWdtesvz4iuBfPxdJYwZB1yNJHP,5KfRm2tAzQ4yFWKVvbWdtesvz4iuBfPxdJYwZB1yNJHP,SOL (tsUSDC)
33,1002.690514,,tsUSDC,2022-02-06,66a34h3tLbNU3EhdZmvfECDpJNaA3DsfDbBmNTpLmL7j,66a34h3tLbNU3EhdZmvfECDpJNaA3DsfDbBmNTpLmL7j,SOL (tsUSDC)
34,1327.399311,,tsUSDC,2022-02-06,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,SOL (tsUSDC)
35,2088.866886,,tsUSDC,2022-02-06,7wDvZdrx4GMy84nYhRbutSEXNyuaCHYCFsU2H8ohg2Nt,7wDvZdrx4GMy84nYhRbutSEXNyuaCHYCFsU2H8ohg2Nt,SOL (tsUSDC)
36,9.989561,,tsUSDC,2022-02-06,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,SOL (tsUSDC)
37,7591.1123,,tsUSDC,2022-02-06,9jLC9z2WuAgrq6sX7sJTv14WdgE5jmWoUnmXeVuesQ5w,9jLC9z2WuAgrq6sX7sJTv14WdgE5jmWoUnmXeVuesQ5w,SOL (tsUSDC)
38,29.966093,,tsUSDC,2022-02-06,AueNcDkDQb61MiPJHJ4B8tdxYryQdPogZAd8QBLTT6Jb,AueNcDkDQb61MiPJHJ4B8tdxYryQdPogZAd8QBLTT6Jb,SOL (tsUSDC)
39,1008.841526,,tsUSDC,2022-02-06,BTaRP9veJc1p1dbmyNgyhikUJwZqCCxR1LDSE4GjZW7G,BTaRP9veJc1p1dbmyNgyhikUJwZqCCxR1LDSE4GjZW7G,SOL (tsUSDC)
40,4646.177924,,tsUSDC,2022-02-06,CGU8uPyjSnjQJfg371rSYeseND5qYVnp2EdCE1krZLjq,CGU8uPyjSnjQJfg371rSYeseND5qYVnp2EdCE1krZLjq,SOL (tsUSDC)
41,1545.047472,,tsUSDC,2022-02-06,Cb6mA7kWaAdRSeAZ3PpNNNQxbxfhQDVF7c1t5rTRQ6cu,Cb6mA7kWaAdRSeAZ3PpNNNQxbxfhQDVF7c1t5rTRQ6cu,SOL (tsUSDC)
42,59.933126,,tsUSDC,2022-02-06,CiucaifKG5GXneDtyi2kTu8Jgd1RUeYdd2UtNCvq1qxv,CiucaifKG5GXneDtyi2kTu8Jgd1RUeYdd2UtNCvq1qxv,SOL (tsUSDC)
43,2497.088692,,tsUSDC,2022-02-06,DzBe66KB1u5S3LhbNiMAXPAk1bt1JyGGAeADnVnRZ9Pw,DzBe66KB1u5S3LhbNiMAXPAk1bt1JyGGAeADnVnRZ9Pw,SOL (tsUSDC)
44,399.53419,,tsUSDC,2022-02-06,E31dUECw1E6FBExRfA7RUcebVZGhGyFbjDAEjLNzqunS,E31dUECw1E6FBExRfA7RUcebVZGhGyFbjDAEjLNzqunS,SOL (tsUSDC)
45,7991.160997,,tsUSDC,2022-02-06,FcBUh6cjqgss9A4rUH1wYVPxBD5s93tJD3mCedvHpoPk,FcBUh6cjqgss9A4rUH1wYVPxBD5s93tJD3mCedvHpoPk,SOL (tsUSDC)
46,8218.337496,,tsUSDC,2022-02-06,GVs4XuqEC27ppPBsXocH6PNzLAaJhy8JjBZJdYzGbXnX,GVs4XuqEC27ppPBsXocH6PNzLAaJhy8JjBZJdYzGbXnX,SOL (tsUSDC)
47,3880.348568,,tsUSDC,2022-02-06,Grp3cwXwum32ANiJAd6vYAGz6UPrQi1bVpjYQkf3xTFR,Grp3cwXwum32ANiJAd6vYAGz6UPrQi1bVpjYQkf3xTFR,SOL (tsUSDC)
48,58.2201,,tsUSDC,2022-02-06,HggFgthnC6R9MWNoCa8Cb5S7NVrVBqN73nuKehzyqsuB,HggFgthnC6R9MWNoCa8Cb5S7NVrVBqN73nuKehzyqsuB,SOL (tsUSDC)
49,4.994344,,tsUSDC,2022-02-06,HkM7BgFLZyGH6iNb4ueKf1TC6WxXbCmMyqqWDAGpdCFB,HkM7BgFLZyGH6iNb4ueKf1TC6WxXbCmMyqqWDAGpdCFB,SOL (tsUSDC)
50,228.891474,,tsUSDC,2022-02-06,Kf9rULyMGVoEM6so9DESzEM6LAj9pk5QqzfxYv4qqEJ,Kf9rULyMGVoEM6so9DESzEM6LAj9pk5QqzfxYv4qqEJ,SOL (tsUSDC)
51,871.456354,,tsUSDC,2022-02-06,hWQT8ZeqXVDAWAivm3fhwMbRHwcc1DQUtgbifZ3W11S,hWQT8ZeqXVDAWAivm3fhwMbRHwcc1DQUtgbifZ3W11S,SOL (tsUSDC)
52,149.35419,,tsUSDC,2022-02-07,2JAHfmFcHeqUyEYH8eh1cYLsxKaKHUuXvDPqThT41UZu,2JAHfmFcHeqUyEYH8eh1cYLsxKaKHUuXvDPqThT41UZu,SOL (tsUSDC)
53,2996.271198,,tsUSDC,2022-02-07,37E7i8oSBuET2tmgXkVJoVq3okxagVDc4uDZpQC5w1aw,37E7i8oSBuET2tmgXkVJoVq3okxagVDc4uDZpQC5w1aw,SOL (tsUSDC)
54,600.009515,,tsUSDC,2022-02-07,8VNZQsNtAZPxPfSBQEr34MnVVYMtzo55Wwi2g4Qja49v,8VNZQsNtAZPxPfSBQEr34MnVVYMtzo55Wwi2g4Qja49v,SOL (tsUSDC)
55,313.628248,,tsUSDC,2022-02-07,Df7sySbhRMwcXbFzy6KmUZtKMfibRLCZvtuEAFCWg75S,Df7sySbhRMwcXbFzy6KmUZtKMfibRLCZvtuEAFCWg75S,SOL (tsUSDC)
56,49.971935,,tsUSDC,2022-02-07,EAmvC16UQrM5xxmtpLHEABBkFtN88ZGB1qD9Si79HisJ,EAmvC16UQrM5xxmtpLHEABBkFtN88ZGB1qD9Si79HisJ,SOL (tsUSDC)
57,99.874853,,tsUSDC,2022-02-07,Hya9U3Ao61oebVBPEnUiqinqvpzTguAZhbAWDmEQpm3a,Hya9U3Ao61oebVBPEnUiqinqvpzTguAZhbAWDmEQpm3a,SOL (tsUSDC)
58,100.0,,tsUSDC,2022-02-08,2xBTzARwhPdoZ7znG1DJgR5g2eMohmzDtu6wGMKAkZai,2xBTzARwhPdoZ7znG1DJgR5g2eMohmzDtu6wGMKAkZai,SOL (tsUSDC)
59,299.109302,,tsUSDC,2022-02-08,5DpsHQeCCv9rK8FBtVNdx2QdRxzEiKtJX4cKfX7Zsx3Z,5DpsHQeCCv9rK8FBtVNdx2QdRxzEiKtJX4cKfX7Zsx3Z,SOL (tsUSDC)
60,61.285144,,tsUSDC,2022-02-08,5YZXVWRV2Df8jKNcTBkDy2Kji4gaxFeroMGa81iy52Bv,5YZXVWRV2Df8jKNcTBkDy2Kji4gaxFeroMGa81iy52Bv,SOL (tsUSDC)
61,0.998668,,tsUSDC,2022-02-08,8dbR8MtEnfJj6E1GA2qvZFJQ4oh8bXbzfird2L3J7uVe,8dbR8MtEnfJj6E1GA2qvZFJQ4oh8bXbzfird2L3J7uVe,SOL (tsUSDC)
62,995.248962,,tsUSDC,2022-02-08,9DqA5b2mPraoSzWhft3YzwmNs83tsZ7rCggduu8Hvww9,9DqA5b2mPraoSzWhft3YzwmNs83tsZ7rCggduu8Hvww9,SOL (tsUSDC)
63,998.613539,,tsUSDC,2022-02-08,BB9metqjM7kLif5PRnT63VPteVGJwfN7MmthTfG65u7i,BB9metqjM7kLif5PRnT63VPteVGJwfN7MmthTfG65u7i,SOL (tsUSDC)
64,1850.870149,,tsUSDC,2022-02-08,BvLiRRELUkhfvSCTVk5iTDSGUckPYN3FZpDQLbvAYUL4,BvLiRRELUkhfvSCTVk5iTDSGUckPYN3FZpDQLbvAYUL4,SOL (tsUSDC)
65,998.685982,,tsUSDC,2022-02-08,CS7f8HPJvpnMzNuf8M5LEcWPX1hs4C4bwvYqtiQaR21p,CS7f8HPJvpnMzNuf8M5LEcWPX1hs4C4bwvYqtiQaR21p,SOL (tsUSDC)
66,99.945934,,tsUSDC,2022-02-08,CXiefHdptHxqzny3wkBwL4DmyD1xdmgEBm5M1N712LhT,CXiefHdptHxqzny3wkBwL4DmyD1xdmgEBm5M1N712LhT,SOL (tsUSDC)
67,9986.943129,,tsUSDC,2022-02-08,EEVyLdS3ffcSe7shTmWWYwobnc2cN7QdsfaN3wnqNznu,EEVyLdS3ffcSe7shTmWWYwobnc2cN7QdsfaN3wnqNznu,SOL (tsUSDC)
68,199.724938,,tsUSDC,2022-02-08,EWggn4KEgxZDys7p5snawZqzTHvFGSnin3AFRMY1Lvc5,EWggn4KEgxZDys7p5snawZqzTHvFGSnin3AFRMY1Lvc5,SOL (tsUSDC)
69,5000.0,,tsUSDC,2022-02-08,GjuNnrSFDwiYmJFbKpnFyUCeKDqQoH2DZW7ziF3NmR3M,GjuNnrSFDwiYmJFbKpnFyUCeKDqQoH2DZW7ziF3NmR3M,SOL (tsUSDC)
70,4996.550795,,tsUSDC,2022-02-08,HZqWbyJ6XCibF6AWWM1HL9kWc7yXZnDtTce7AzarMpQK,HZqWbyJ6XCibF6AWWM1HL9kWc7yXZnDtTce7AzarMpQK,SOL (tsUSDC)
71,110316.808174,,tsUSDC,2022-02-08,RfDv1p3G8jx1o8SJ9BN8cVE9CwFxF9oRXUAFXppgsmS,RfDv1p3G8jx1o8SJ9BN8cVE9CwFxF9oRXUAFXppgsmS,SOL (tsUSDC)
72,2496.979458,,tsUSDC,2022-02-09,2s55YaU5GT2DZiEdJf4aorwVxYnJyiKHxNjEupU13nt9,2s55YaU5GT2DZiEdJf4aorwVxYnJyiKHxNjEupU13nt9,SOL (tsUSDC)
73,199.720354,,tsUSDC,2022-02-09,4gSqbzp8fYhcB9T5CodV6BdN82kYLHz8chh4oRH3VzQE,4gSqbzp8fYhcB9T5CodV6BdN82kYLHz8chh4oRH3VzQE,SOL (tsUSDC)
74,3794.957376,,tsUSDC,2022-02-09,5ASJbPN4BXr9ifC4D85mrhGkKtRTki1xuji6W4qaq8oR,5ASJbPN4BXr9ifC4D85mrhGkKtRTki1xuji6W4qaq8oR,SOL (tsUSDC)
75,4992.540112,,tsUSDC,2022-02-09,CYWxgb8NUTWiUxHGvdfEERuJ2CKu9KK8teQq9tyCj7Pt,CYWxgb8NUTWiUxHGvdfEERuJ2CKu9KK8teQq9tyCj7Pt,SOL (tsUSDC)
76,2206.768458,,tsUSDC,2022-02-09,ErSQW6NiBNzdYYNLGRXD33rGX6zYaudeFLiuU71TpkVh,ErSQW6NiBNzdYYNLGRXD33rGX6zYaudeFLiuU71TpkVh,SOL (tsUSDC)
77,156.888826,,tsUSDC,2022-02-09,F89tiAHWKFC3teAmUqk7G7FFyLVAVHB8Bq8Qdsjvwm7J,F89tiAHWKFC3teAmUqk7G7FFyLVAVHB8Bq8Qdsjvwm7J,SOL (tsUSDC)
78,90.099693,,tsUSDC,2022-02-09,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,SOL (tsUSDC)
79,3902.274305,,tsUSDC,2022-02-09,GBhmJmaS3poMGYZ5vm7J9bZoyVDPdaKfRqn6f9DUz2fG,GBhmJmaS3poMGYZ5vm7J9bZoyVDPdaKfRqn6f9DUz2fG,SOL (tsUSDC)
80,9.984982,,tsUSDC,2022-02-10,2Z5Cude5RPZa2ANWyvFWu9qKW1cqjbpEC7JJvfYJKDSC,2Z5Cude5RPZa2ANWyvFWu9qKW1cqjbpEC7JJvfYJKDSC,SOL (tsUSDC)
81,1212.63901,,tsUSDC,2022-02-10,77v8yv5KodLfsa3m3UcdStJqtprq7bP9bUjUb5b7L6Xc,77v8yv5KodLfsa3m3UcdStJqtprq7bP9bUjUb5b7L6Xc,SOL (tsUSDC)
82,998.528038,,tsUSDC,2022-02-10,7u6CcByVf3ry7Y26ED5tgZLjANNLyQQLEbTV1N4Dy2KY,7u6CcByVf3ry7Y26ED5tgZLjANNLyQQLEbTV1N4Dy2KY,SOL (tsUSDC)
83,21.232543,,tsUSDC,2022-02-10,8g7U8vVdz3TPdDkbLvfdTUUmNbLuJQUMFdGQRm2vd6ja,8g7U8vVdz3TPdDkbLvfdTUUmNbLuJQUMFdGQRm2vd6ja,SOL (tsUSDC)
84,4993.939531,,tsUSDC,2022-02-10,A8gFxiD81erbqFTTAqR9TPEckfXTJzn5N3ve6HkmU1Gd,A8gFxiD81erbqFTTAqR9TPEckfXTJzn5N3ve6HkmU1Gd,SOL (tsUSDC)
85,499.200777,,tsUSDC,2022-02-10,AsiVhEvfYvvJw1QiGNonUMdozpbgt795M65M674GPQr,AsiVhEvfYvvJw1QiGNonUMdozpbgt795M65M674GPQr,SOL (tsUSDC)
86,201.825746,,tsUSDC,2022-02-10,GnvaCkdyLqH6ZrGjQCroaEyG68EdAQcYWoJXRJhg6GvG,GnvaCkdyLqH6ZrGjQCroaEyG68EdAQcYWoJXRJhg6GvG,SOL (tsUSDC)
87,2995.353576,,tsUSDC,2022-02-10,Htz3qid6Pj3cumkJjcco9wTzufC5Ey9zipMDamSMj2F,Htz3qid6Pj3cumkJjcco9wTzufC5Ey9zipMDamSMj2F,SOL (tsUSDC)
88,418.517006,,tsUSDC,2022-02-11,2gjLQvrYc3SEr28rSQ335QCDC3anEkDEsFsz7AfEfyzy,2gjLQvrYc3SEr28rSQ335QCDC3anEkDEsFsz7AfEfyzy,SOL (tsUSDC)
89,39011.13961,,tsUSDC,2022-02-11,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,SOL (tsUSDC)
90,99.833638,,tsUSDC,2022-02-11,C7niixS1KVYq1Z6GGNX8PZwa7ru6JjN22HxsaePfcWco,C7niixS1KVYq1Z6GGNX8PZwa7ru6JjN22HxsaePfcWco,SOL (tsUSDC)
91,100.862948,,tsUSDC,2022-02-11,Ew8jgeFj419Q3mqE1Wt9rmP9J74ufoBaBFxRmBj42HQB,Ew8jgeFj419Q3mqE1Wt9rmP9J74ufoBaBFxRmBj42HQB,SOL (tsUSDC)
92,559.905345,,tsUSDC,2022-02-11,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,SOL (tsUSDC)
93,44.0,,tsUSDC,2022-02-12,2xBTzARwhPdoZ7znG1DJgR5g2eMohmzDtu6wGMKAkZai,2xBTzARwhPdoZ7znG1DJgR5g2eMohmzDtu6wGMKAkZai,SOL (tsUSDC)
94,418.173766,,tsUSDC,2022-02-12,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,SOL (tsUSDC)
95,12276.128284,,tsUSDC,2022-02-12,AjHqDLusodFx7K8QqZs74H4kkntgbJF85TdEu9jgKQJi,AjHqDLusodFx7K8QqZs74H4kkntgbJF85TdEu9jgKQJi,SOL (tsUSDC)
96,2.845543,,tsUSDC,2022-02-13,3tKuRtNkLQa4JfC4g1TeNN1s2xVJKDXj6ukBZa2Up1GT,3tKuRtNkLQa4JfC4g1TeNN1s2xVJKDXj6ukBZa2Up1GT,SOL (tsUSDC)
97,99.835602,,tsUSDC,2022-02-13,8BCfjXYHTiceMB9xMZdPn2cSD8Z1n6p16e3gcypESfr6,8BCfjXYHTiceMB9xMZdPn2cSD8Z1n6p16e3gcypESfr6,SOL (tsUSDC)
98,1334.987585,,tsUSDC,2022-02-13,FXrj6zyCcXCLxXjA1z95sfoRBJwwzfNX3yJeaYMVEgsA,FXrj6zyCcXCLxXjA1z95sfoRBJwwzfNX3yJeaYMVEgsA,SOL (tsUSDC)
99,65.820097,,tsUSDC,2022-02-14,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,SOL (tsUSDC)
100,998.01358,,tsUSDC,2022-02-15,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,SOL (tsUSDC)
101,248.496234,,tsUSDC,2022-02-15,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,SOL (tsUSDC)
102,99.345991,,tsUSDC,2022-02-16,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,SOL (tsUSDC)
103,99.795863,,tsUSDC,2022-02-16,8LhkqrMqc7v79FenXuTjBbbH3FtZNgDuumA4x7B5bLGm,8LhkqrMqc7v79FenXuTjBbbH3FtZNgDuumA4x7B5bLGm,SOL (tsUSDC)
104,251.199918,,tsUSDC,2022-02-16,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,FmZti3EWSSPMXvwAvM5V9W59k8wvKYMVczRTTMER1fo7,SOL (tsUSDC)
105,3344.093466,,tsUSDC,2022-02-17,4R6ekS5pu9xLog51mDwqyzRjqAgX5kpmnP5qpUHc2XPu,4R6ekS5pu9xLog51mDwqyzRjqAgX5kpmnP5qpUHc2XPu,SOL (tsUSDC)
106,2.257867,,tsUSDC,2022-02-17,G8r2ZMJbmNLfEp5tYrH1h7KZdRfi2moizWCpYbYnwzm9,G8r2ZMJbmNLfEp5tYrH1h7KZdRfi2moizWCpYbYnwzm9,SOL (tsUSDC)
107,91566.963071,,tsUSDC,2022-02-17,jDvGb2eTTqiLYeKdweqteiGov59amfS8QxqFYy7ojxA,jDvGb2eTTqiLYeKdweqteiGov59amfS8QxqFYy7ojxA,SOL (tsUSDC)
108,27.942544,,tsUSDC,2022-02-17,sNVzUWNWEeQsU6GVqWGEraVy75CWGMrETS3VktAyJVW,sNVzUWNWEeQsU6GVqWGEraVy75CWGMrETS3VktAyJVW,SOL (tsUSDC)
109,4989.533896,,tsUSDC,2022-02-18,2kic8gYaNFrvvd1hJvmaHjLQExe4AoY9YUYR8PGFA3xB,2kic8gYaNFrvvd1hJvmaHjLQExe4AoY9YUYR8PGFA3xB,SOL (tsUSDC)
110,5799.917106,,tsUSDC,2022-02-18,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,SOL (tsUSDC)
111,19954.36105,,tsUSDC,2022-02-18,DusP9KWaxZFi61g2G7xctrh9qW2NF4v2S4DD5HLcnDcQ,DusP9KWaxZFi61g2G7xctrh9qW2NF4v2S4DD5HLcnDcQ,SOL (tsUSDC)
112,4.582706,,tsUSDC,2022-02-18,HXyAWBAvVZpAgvQXQvA8YJA46VwFAmFvf6XGhLKooS2V,HXyAWBAvVZpAgvQXQvA8YJA46VwFAmFvf6XGhLKooS2V,SOL (tsUSDC)
113,1995.05446,,tsUSDC,2022-02-20,D1436c6L7oaxaEnLrdTCyraPKaWXB54nBpdAruBVRdX1,D1436c6L7oaxaEnLrdTCyraPKaWXB54nBpdAruBVRdX1,SOL (tsUSDC)
114,91.111159,,tsUSDC,2022-02-20,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN,J7d2pzotpuFgZ3LpAcNA6vYFAtedA6GBPC1aF424zBCN,SOL (tsUSDC)
115,20706.255859,,tsUSDC,2022-02-21,54NkgRFo6RQ9ym3fUYwcdvTzjWkAHNTB92AJNinmQrB6,54NkgRFo6RQ9ym3fUYwcdvTzjWkAHNTB92AJNinmQrB6,SOL (tsUSDC)
116,99.855829,,tsUSDC,2022-02-22,8kUzbGJUgD8mtxxHjBt6KKzLWLDC8pY1bFazMxM53sGE,8kUzbGJUgD8mtxxHjBt6KKzLWLDC8pY1bFazMxM53sGE,SOL (tsUSDC)
